features,funny,happy,sad,scary,tender,trance
"[63.02400914634146, 0.0022047506645321846, 3.495972487144172e-05, 0.907121479511261, 0.02466142363846302, -304.38104248046875, 139.2506561279297, -23.56941795349121, 31.361886978149414, -12.338319778442383, -12.54186725616455, -19.51116371154785, -7.367504119873047, -2.9661855697631836, 4.76792573928833, -5.970956802368164, -12.275425910949707, -13.37147331237793, -17.81081771850586, -7.036945819854736, 1.7703014612197876, -4.491933345794678, 2.222782850265503, 8.735620498657227, 6.446899890899658, 21.308454513549805, 22.195068359375, 11.057182312011719, 7.38146448135376, 8.020949363708496, 8.073801040649414, 7.223019123077393, 6.917042255401611, 7.206724643707275, 10.716533660888672, 11.954622268676758, 9.039292335510254, 6.50407600402832, 9.764056205749512, 8.353657722473145, 6.095057487487793, 5.202168941497803, 7.9465179443359375, 6.349207878112793, 11.14062786102295, 0.17388448119163513, 0.06724957376718521, 0.17974580824375153, 0.05001658946275711, 0.5103950500488281, 0.021667107939720154, 0.224753275513649, 0.2824757397174835, 0.05150920897722244, 0.35979151725769043, 0.023187246173620224, 0.16568121314048767, 1393.311508021489, 330.3049774950208, 1547.6372377551377, 217.13623525308225, 20.680198263346966, 19.580493221794004, 24.13471669224877, 24.98692448059661, 24.753758560281895, 26.215316476508722, 52.0080628605321, 5.688309150384789, 4.074623574359066, 3.9360823414793855, 3.3041202130009375, 2.2702095743516644, 1.818157364941633, 4.2794374551160805]",0,0,1,0,0,0
"[151.99908088235293, 0.018163328990340233, 0.004019428975880146, 0.6678224205970764, 0.03423939272761345, -14.097436904907227, 36.710697174072266, -46.38184356689453, 11.803277969360352, -24.97428321838379, 9.858782768249512, -1.4592211246490479, 9.23560905456543, -13.990581512451172, 6.244405746459961, -8.111703872680664, 12.736856460571289, 2.710130214691162, 14.944721221923828, 1.6560543775558472, 14.025873184204102, -0.48519188165664673, 7.547626495361328, -5.035977840423584, 3.637352705001831, 25.82926368713379, 11.712577819824219, 8.00838851928711, 8.46063232421875, 6.5192060470581055, 6.2134904861450195, 5.690887928009033, 6.543664455413818, 6.370031356811523, 5.456256866455078, 4.820847511291504, 8.108320236206055, 5.771102428436279, 5.819488048553467, 7.232698440551758, 5.923863410949707, 7.138790130615234, 9.667590141296387, 5.043025970458984, 6.150750160217285, 0.23898746073246002, 0.308988094329834, 0.2307574599981308, 0.21162687242031097, 0.2843453288078308, 0.11787419766187668, 0.2726117968559265, 0.15684527158737183, 0.2196231186389923, 0.3553079068660736, 0.23165921866893768, 0.4919714033603668, 3366.094638642448, 179.4045142341233, 2425.2367266269944, 53.81489417299123, 14.227052959915655, 12.373659486204234, 18.33453490329099, 19.550309093684444, 19.342763649816565, 19.660311207572843, 63.24805290403017, 3.946712498982819, 3.516718890675685, 3.840574270209245, 2.6576813650784845, 2.278425663762887, 1.875248117975651, 5.199526797316632]",0,0,0,0,0,1
"[172.265625, 0.0552348718047142, 0.043508417904376984, 0.5739341378211975, 0.20923848450183868, -56.88065719604492, 124.2278060913086, -14.069350242614746, 32.36338424682617, -7.290256500244141, 6.031948089599609, 1.1919962167739868, -2.5822207927703857, -5.039285659790039, 1.8836590051651, -9.807509422302246, 1.1923404932022095, -4.691067695617676, -1.9707696437835693, -0.5823124647140503, -0.6995387673377991, -3.85398006439209, 1.4385120868682861, -0.943461537361145, 2.225459098815918, 102.0773696899414, 41.815670013427734, 20.71980094909668, 24.312318801879883, 11.823517799377441, 13.41569995880127, 14.352602005004883, 8.398340225219727, 8.983651161193848, 8.20560359954834, 7.8561835289001465, 5.786581516265869, 6.253790855407715, 7.386511325836182, 7.136410713195801, 7.718641757965088, 6.611982345581055, 7.429758548736572, 7.018550872802734, 7.0243353843688965, 0.31875720620155334, 0.2691025733947754, 0.35936692357063293, 0.31987759470939636, 0.1979207992553711, 0.17808739840984344, 0.2284046709537506, 0.2525816857814789, 0.26143020391464233, 0.29162538051605225, 0.26164260506629944, 0.2905525267124176, 1818.361071810757, 745.7021338787602, 1961.0789499987443, 514.8314055322285, 15.943276216774498, 13.620944999546646, 17.682207383183457, 17.779912064197163, 18.427058085011133, 20.00795623906434, 47.61294987487497, 4.799192936745744, 3.6834221066628743, 3.5983758117011537, 2.9419132794555236, 3.1375466644382057, 3.8651394914735113, 4.13450601522309]",1,0,0,0,0,0
"[75.99954044117646, 0.007458623964339495, 0.0007792959804646671, 0.8420616984367371, 0.030268574133515358, -173.44297790527344, 180.45816040039062, -19.872915267944336, 29.212072372436523, -2.3396732807159424, 6.112166881561279, -10.277679443359375, 5.122948169708252, -6.205629825592041, -0.2264420986175537, -0.7326527237892151, 4.855197429656982, 7.397562503814697, 1.7396984100341797, -4.9618377685546875, 9.906166076660156, -1.1441189050674438, -5.134011268615723, -1.2115039825439453, 6.6935625076293945, 36.91461944580078, 20.91487693786621, 10.531664848327637, 7.79849910736084, 7.607347011566162, 7.64097785949707, 5.847274303436279, 5.0008721351623535, 4.816680908203125, 4.905930042266846, 4.285365104675293, 6.000586986541748, 6.991002082824707, 4.848676681518555, 7.022706031799316, 7.439364433288574, 4.982373237609863, 5.079774856567383, 7.408233165740967, 6.8969340324401855, 0.6759559512138367, 0.18648074567317963, 0.2768520712852478, 0.11221210658550262, 0.24061675369739532, 0.08864235877990723, 0.19184890389442444, 0.403596967458725, 0.10719995200634003, 0.11155091971158981, 0.13517136871814728, 0.18379618227481842, 1048.9919842853785, 230.13868865079016, 1375.617730144748, 286.26771603535576, 19.160233531179966, 14.715107328099043, 18.37237875293609, 16.91464311730732, 18.698768870672385, 21.379638462767094, 53.19559373041724, 5.208363116718224, 3.240630691562837, 3.880006019143934, 2.5136901056829264, 2.660676552108179, 2.3474274034725187, 4.157073496143085]",0,0,0,1,0,0
"[92.28515625, 0.012495146133005619, 0.009943326003849506, 0.7035607099533081, 0.07574107497930527, -30.102134704589844, 69.74124145507812, -15.581717491149902, 12.976409912109375, 5.505260944366455, 8.205965995788574, 2.2259814739227295, 8.878089904785156, 0.6187734007835388, 6.927517890930176, 1.1402943134307861, 6.030383110046387, -0.6393134593963623, 3.4187440872192383, -2.0175857543945312, 2.2855923175811768, -1.1503841876983643, 3.0274670124053955, 0.34164223074913025, 5.948736190795898, 58.72370147705078, 17.526458740234375, 20.786174774169922, 8.928872108459473, 7.532087326049805, 5.134588241577148, 5.747470855712891, 6.140540599822998, 5.845409393310547, 4.1339569091796875, 4.238488674163818, 4.153000831604004, 4.142209529876709, 4.334334850311279, 4.508729934692383, 3.6110358238220215, 3.8629236221313477, 3.590937614440918, 4.686742782592773, 6.408329486846924, 0.35931262373924255, 0.41642388701438904, 0.275116503238678, 0.25083428621292114, 0.2694646418094635, 0.32904869318008423, 0.19822810590267181, 0.09368060529232025, 0.020787438377738, 0.010178695432841778, 0.03522658720612526, 0.06262434273958206, 2872.0074326793615, 494.59838942354526, 2724.752590339055, 265.42883705974594, 16.100947454513506, 15.14034793629139, 15.322701161819204, 14.808570968634, 14.765064785549132, 15.564252488127073, 47.319344956411015, 4.837247406538214, 4.08175010927133, 3.1036015291938006, 2.5072840059009747, 1.7435070346185741, 1.5346615870478681, 3.4636203751539223]",0,0,0,0,0,1
"[135.99917763157896, 0.08492842316627502, 0.017623621970415115, 0.5320188999176025, 0.061733391135931015, -47.35879898071289, 86.49600982666016, 35.04618453979492, 40.03418731689453, 13.362507820129395, 13.407641410827637, -5.824155330657959, 4.090707302093506, 5.699794292449951, 9.737854957580566, 2.9744393825531006, 7.379020690917969, 0.9824681282043457, 6.764096736907959, 6.0197062492370605, 1.5540627241134644, -7.433993816375732, 2.1859614849090576, 1.8017079830169678, 8.951281547546387, 58.898868560791016, 19.93488121032715, 21.7038631439209, 13.882730484008789, 7.48823881149292, 8.28834056854248, 7.536610126495361, 5.6303935050964355, 6.663436412811279, 6.91928768157959, 6.925060272216797, 6.07398796081543, 5.118825912475586, 4.363595485687256, 5.164077281951904, 4.043677806854248, 7.275323390960693, 5.396867752075195, 5.808478355407715, 5.775454521179199, 0.30257150530815125, 0.34372854232788086, 0.24677738547325134, 0.23409441113471985, 0.2105771005153656, 0.24575969576835632, 0.2058061808347702, 0.2574425935745239, 0.2980002164840698, 0.3762017488479614, 0.33497941493988037, 0.2109229862689972, 2060.9641674315235, 652.7947371460573, 2718.381808808522, 432.84010529263816, 19.9398750875719, 12.703783309801906, 20.858982091389855, 16.19276795121432, 16.487000330574922, 16.485261880315477, 45.89690003873171, 4.8298633174500365, 3.6506288308341404, 5.043123958012634, 3.9683322448566685, 2.456361061481479, 2.23982296210852, 3.265152727906812]",0,0,0,0,0,1
"[112.34714673913044, 0.04003250598907471, 0.0024500428698956966, 0.8663877248764038, 0.09963247925043106, -158.06797790527344, 97.16826629638672, 31.736391067504883, 33.289161682128906, 13.000983238220215, 14.551819801330566, 9.971524238586426, 5.033417224884033, 1.4178155660629272, 3.485583543777466, -3.7586517333984375, -3.2834579944610596, -4.770134449005127, -2.082693099975586, -8.36229419708252, -4.463179111480713, -7.969758987426758, -4.282052040100098, -5.41693115234375, -3.1758058071136475, 103.60462951660156, 50.509849548339844, 13.43484878540039, 11.863093376159668, 14.132841110229492, 7.45039176940918, 6.5136799812316895, 6.2956719398498535, 6.079026222229004, 8.293167114257812, 6.077078819274902, 7.894278526306152, 6.330653190612793, 7.373985290527344, 6.345882415771484, 7.081154823303223, 5.9259443283081055, 5.806737422943115, 4.876108646392822, 4.604800224304199, 0.4541499614715576, 0.1750454157590866, 0.1024579331278801, 0.12040607631206512, 0.1487649381160736, 0.08843191713094711, 0.11730830371379852, 0.12271245568990707, 0.24141216278076172, 0.5366116166114807, 0.3068960905075073, 0.28814446926116943, 2047.493180280064, 1464.9777259768239, 2338.148497186561, 832.1885274477979, 17.70693602257625, 18.43841078899733, 15.50436303175072, 13.721151327223282, 13.764919816391526, 14.600698696974092, 45.41177829758454, 4.353942848129643, 4.450601047332356, 4.553702357570601, 4.023327378401536, 3.4627711435308735, 2.6914858258502554, 3.780960658983717]",0,0,0,0,0,1
"[151.99908088235293, 0.0012595148291438818, 0.0011348298285156488, 0.6657702922821045, 0.024398410692811012, -207.3494110107422, 98.60248565673828, 1.3157356977462769, 40.524314880371094, -12.622036933898926, 7.441671848297119, -5.337296962738037, 0.22410845756530762, 1.740856647491455, -1.671618938446045, -7.196744441986084, 4.759565353393555, -7.450257301330566, -2.4149322509765625, 0.43652796745300293, 1.5053797960281372, -4.251821517944336, -2.223606586456299, -2.2772412300109863, 4.912664890289307, 59.10670852661133, 39.21440124511719, 20.072364807128906, 16.92148208618164, 14.935324668884277, 14.452387809753418, 13.835445404052734, 13.295775413513184, 9.748003959655762, 9.565911293029785, 11.960271835327148, 8.468735694885254, 8.801278114318848, 9.253266334533691, 8.883810997009277, 8.456841468811035, 6.992443561553955, 6.441841125488281, 6.147292137145996, 6.005673408508301, 0.26681801676750183, 0.31914010643959045, 0.2018895298242569, 0.23224817216396332, 0.19967831671237946, 0.2170678824186325, 0.3605380654335022, 0.19039219617843628, 0.2245190590620041, 0.21997582912445068, 0.35002169013023376, 0.3354417681694031, 2246.5235336408696, 943.9958116638487, 2254.447511452617, 429.66732587637676, 21.076870777737096, 15.17016457329913, 19.138305682253772, 18.845348161583708, 20.7565386583577, 19.43094339897292, 49.38971710156896, 4.718066878688215, 4.789956506362746, 4.405663496554754, 3.9419220460886017, 4.262296835023564, 3.964151227680032, 4.6021315403410075]",1,0,0,0,0,0
"[117.45383522727273, 0.04048668220639229, 0.01413119025528431, 0.6738123297691345, 0.08673390001058578, -41.99599075317383, 69.18339538574219, 15.89836311340332, 47.191898345947266, 2.312072515487671, 26.385957717895508, -4.56135892868042, 17.233869552612305, -4.459146976470947, 14.271230697631836, -0.3024601340293884, 5.864963531494141, -4.269366264343262, 5.408634662628174, -2.843564510345459, 4.927454471588135, -2.090334415435791, -1.0205365419387817, 0.007763077039271593, 1.9722877740859985, 33.469017028808594, 15.353907585144043, 12.828818321228027, 9.392333030700684, 8.707954406738281, 7.988088130950928, 8.533772468566895, 6.920823574066162, 7.106304168701172, 7.8197174072265625, 6.8590264320373535, 5.373440265655518, 5.261000633239746, 5.117291450500488, 6.187234878540039, 5.320026397705078, 4.732672214508057, 4.4327921867370605, 4.646258354187012, 5.898489952087402, 0.2217930555343628, 0.14226196706295013, 0.2222231924533844, 0.21249042451381683, 0.24329625070095062, 0.24453464150428772, 0.29956960678100586, 0.29840731620788574, 0.2453131377696991, 0.3184072971343994, 0.31313377618789673, 0.43277543783187866, 2617.3971081647137, 539.5873238880328, 2742.3679762982356, 140.56972759776227, 16.534048097553768, 14.231561119630248, 16.233077510634224, 16.144197548346593, 15.52026351049954, 14.8033561196829, 51.13098347756894, 4.580891808044339, 4.303077296217915, 3.994576100852137, 3.1612241401516834, 2.049549552452126, 1.4376739737908026, 3.640887588893306]",0,0,0,0,0,1
"[107.666015625, 0.016759444028139114, 0.0023420662619173527, 0.863675057888031, 0.08819614350795746, -156.24398803710938, 186.2320556640625, -33.06821060180664, -2.275242805480957, 23.553062438964844, -8.17539119720459, -4.933657169342041, 12.208821296691895, -4.809992790222168, -0.9208599328994751, -2.605501651763916, -3.2465837001800537, -1.4627089500427246, 7.631421089172363, 1.1642154455184937, 3.9863128662109375, -0.025509295985102654, -2.2563135623931885, -7.0153303146362305, -1.7699259519577026, 65.5888900756836, 25.896039962768555, 20.049240112304688, 7.840185642242432, 9.652837753295898, 13.543184280395508, 7.120656490325928, 7.270173072814941, 9.892130851745605, 8.041362762451172, 9.15107536315918, 7.6755547523498535, 5.354897975921631, 6.393073558807373, 8.01093578338623, 8.156495094299316, 9.251777648925781, 6.2442498207092285, 4.210643768310547, 4.988959312438965, 0.2897161543369293, 0.24788956344127655, 0.1697225123643875, 0.17434148490428925, 0.3326050043106079, 0.18615558743476868, 0.19163689017295837, 0.20215961337089539, 0.20489585399627686, 0.39685070514678955, 0.25882622599601746, 0.2943553030490875, 1123.3846007464128, 282.8049981858837, 1372.693036234103, 362.16084578309045, 18.519016118201655, 10.965460186785455, 15.61634759415093, 17.676580048451974, 18.47185312687453, 23.917207300639713, 49.14275105698687, 5.7098787414656735, 2.8936234741230877, 3.6081496525171257, 3.6165471494183064, 2.6183647992784977, 3.7034247601962567, 3.980039001206237]",0,0,0,1,0,0
"[107.666015625, 0.04505106434226036, 0.01023827027529478, 0.8536067008972168, 0.08873562514781952, -85.64049530029297, 67.99640655517578, 28.13719367980957, 26.75518035888672, 29.26332664489746, 14.843568801879883, 6.316661357879639, 6.1929707527160645, 2.571019172668457, 5.353710651397705, -1.149828553199768, 4.480380535125732, -1.6806292533874512, 1.5037773847579956, -3.366539478302002, 6.497673511505127, -3.22196626663208, 3.003657579421997, -2.96358323097229, -1.7569396495819092, 47.3075065612793, 30.828580856323242, 15.47293758392334, 16.599973678588867, 15.056282043457031, 11.042433738708496, 9.84075927734375, 9.091571807861328, 9.840153694152832, 6.806179046630859, 6.124589443206787, 7.4185872077941895, 7.184931755065918, 6.794700622558594, 6.203875541687012, 5.861772060394287, 5.797000885009766, 6.573735237121582, 5.445557117462158, 6.051205635070801, 0.4176456928253174, 0.27683016657829285, 0.22690843045711517, 0.16391988098621368, 0.18263661861419678, 0.22512835264205933, 0.16796846687793732, 0.28879255056381226, 0.18402889370918274, 0.2013489454984665, 0.41395947337150574, 0.20789046585559845, 2620.687677618427, 998.1732085048419, 3020.465220752341, 302.42837491823474, 20.29548531411042, 18.56828998113172, 21.635428530165708, 18.14806275890382, 19.04017321804405, 17.86924144203766, 46.39979970957728, 4.851760871190196, 4.340806332202233, 5.288531820167707, 3.9122629813140857, 4.247819707803694, 3.618612858434068, 3.320008318012097]",0,1,0,0,0,0
"[143.5546875, 0.05660408362746239, 0.03042125143110752, 0.5345588326454163, 0.14321917295455933, -101.3459243774414, 52.881072998046875, 51.466854095458984, 36.330684661865234, 23.924331665039062, 20.921710968017578, 9.446898460388184, 9.56981086730957, 2.306831121444702, 8.138635635375977, 3.571171283721924, 5.237781524658203, -0.8236695528030396, 3.1080472469329834, -2.5626466274261475, 0.10952942818403244, -2.5343122482299805, 1.5892679691314697, -2.124088764190674, 3.0696022510528564, 81.61616516113281, 34.940303802490234, 17.99124526977539, 15.909494400024414, 11.851672172546387, 11.462214469909668, 8.332182884216309, 7.738448143005371, 8.42325210571289, 5.961581230163574, 5.6358323097229, 7.528056621551514, 8.288317680358887, 6.12383508682251, 5.5969109535217285, 5.946344375610352, 6.23015832901001, 5.656250476837158, 5.360969543457031, 5.3002848625183105, 0.2107762098312378, 0.22152675688266754, 0.23260696232318878, 0.29058805108070374, 0.15178272128105164, 0.1609155386686325, 0.200982004404068, 0.22208382189273834, 0.3607991337776184, 0.44750410318374634, 0.41348642110824585, 0.31822463870048523, 2976.8885488119367, 1421.8226587384797, 3110.704021272529, 650.806523797897, 21.306095115132514, 13.473610584788888, 14.664723781480971, 14.081539098693568, 14.889408120685024, 15.1347070878068, 45.22088771351014, 5.521242430387937, 3.855035164782284, 3.864346282781265, 3.2445844214889292, 2.8711363338710085, 2.057263327482078, 3.816369841771755]",0,0,0,0,0,1
